id_medidor,id_cliente,marca,diametro_mm,fecha_instalacion,antiguedad_anios,fecha_ultima_verificacion_metrologica,requiere_verificacion,estado_medidor
MD-00352,CL-00352,Actaris,13,2016-09-07,9,2025-07-28,False,Activo
MD-00353,CL-00353,Elster,13,2015-04-01,10,2026-01-05,False,Activo
MD-00354,CL-00354,Elster,15,2014-02-04,11,2022-10-03,False,Activo
MD-00355,CL-00355,Elster,13,2020-10-04,5,2024-12-28,False,Activo
MD-00356,CL-00356,Actaris,13,2024-09-03,1,,False,Activo
MD-00357,CL-00357,Itron,15,2022-02-20,3,2020-09-08,False,Activo
MD-00358,CL-00358,Zenner,13,2012-09-18,13,2020-09-18,True,Activo
MD-00359,CL-00359,Zenner,15,2023-11-27,2,,False,Activo
MD-00360,CL-00360,Elster,19,2019-10-16,6,2020-12-21,True,Activo
MD-00361,CL-00361,Sensus,15,2012-06-11,13,2024-10-20,False,Activo
MD-00362,CL-00362,Sensus,13,2012-04-18,13,2026-02-24,False,Activo
MD-00363,CL-00363,Sensus,25,2019-01-26,6,2021-04-15,False,Activo
MD-00364,CL-00364,Zenner,13,2013-06-06,12,2023-03-09,False,Activo
MD-00365,CL-00365,Sensus,15,2020-03-05,5,2025-11-22,False,Activo
MD-00366,CL-00366,Elster,13,2021-09-10,4,2025-03-23,False,Activo
MD-00367,CL-00367,Elster,19,2014-06-27,11,2022-07-08,False,Activo
MD-00368,CL-00368,Itron,13,2014-07-01,11,2023-11-06,False,Activo
MD-00369,CL-00369,Actaris,13,2011-02-20,14,2021-09-02,False,Activo
MD-00370,CL-00370,Itron,13,2024-03-07,1,,False,Activo
MD-00371,CL-00371,Elster,19,2020-05-26,5,2020-12-16,True,Activo
MD-00372,CL-00372,Zenner,13,2011-10-11,14,2025-06-23,False,Activo
MD-00373,CL-00373,Actaris,13,2022-01-02,3,2024-01-30,False,Activo
MD-00374,CL-00374,Sensus,15,2024-12-06,1,,False,Activo
MD-00375,CL-00375,Itron,25,2017-05-23,8,2026-03-27,False,Activo
MD-00376,CL-00376,Elster,15,2012-07-19,13,2022-08-27,False,Activo
MD-00377,CL-00377,Actaris,15,2013-06-05,12,2022-12-02,False,Activo
MD-00378,CL-00378,Sensus,13,2015-10-27,10,2025-05-07,False,Activo
MD-00379,CL-00379,Itron,13,2013-11-15,12,2023-09-30,False,Activo
MD-00380,CL-00380,Zenner,13,2014-03-06,11,2023-03-10,False,Activo
MD-00381,CL-00381,Sensus,13,2013-03-03,12,2024-06-06,False,Activo
MD-00382,CL-00382,Itron,13,2022-03-21,3,2025-08-03,False,Activo
MD-00383,CL-00383,Elster,15,2019-03-16,6,2022-05-22,False,Activo
MD-00384,CL-00384,Sensus,13,2013-05-25,12,2023-02-10,False,Activo
MD-00385,CL-00385,Zenner,13,2018-01-05,7,2020-11-15,True,Activo
MD-00386,CL-00386,Elster,13,2015-08-24,10,2024-06-13,False,Activo
MD-00387,CL-00387,Zenner,13,2014-09-17,11,2025-03-08,False,Activo
MD-00388,CL-00388,Elster,13,2012-09-04,13,2020-07-25,True,Activo
MD-00389,CL-00389,Elster,13,2020-05-11,5,2024-02-28,False,Activo
MD-00390,CL-00390,Zenner,13,2013-11-14,12,2022-02-10,False,Activo
MD-00391,CL-00391,Itron,15,2014-09-19,11,2024-02-08,False,Activo
MD-00392,CL-00392,Zenner,13,2017-08-20,8,2024-05-15,False,Activo
MD-00393,CL-00393,Itron,25,2012-09-02,13,2023-09-05,False,Activo
MD-00394,CL-00394,Actaris,13,2020-08-16,5,2023-03-23,False,Activo
MD-00395,CL-00395,Sensus,15,2017-04-22,8,2025-07-20,False,Activo
MD-00396,CL-00396,Actaris,13,2024-10-23,1,,False,Activo
MD-00397,CL-00397,Actaris,13,2011-12-15,14,2023-06-27,False,Activo
MD-00398,CL-00398,Itron,38,2017-07-11,8,2024-05-17,False,Activo
MD-00399,CL-00399,Actaris,13,2021-10-14,4,2026-06-30,False,Activo
MD-00400,CL-00400,Itron,25,2017-01-19,8,2024-04-19,False,Activo
MD-00401,CL-00401,Itron,13,2019-08-22,6,2024-05-24,False,Activo
MD-00402,CL-00402,Elster,19,2019-12-27,6,2025-03-08,False,Activo
MD-00403,CL-00403,Actaris,15,2015-04-17,10,2024-01-29,False,Activo
MD-00404,CL-00404,Actaris,15,2024-03-08,1,,False,Activo
MD-00405,CL-00405,Zenner,15,2014-06-22,11,2020-08-24,True,Activo
MD-00406,CL-00406,Actaris,13,2014-08-12,11,2021-02-23,False,Activo
MD-00407,CL-00407,Elster,13,2021-09-09,4,2025-10-20,False,Activo
MD-00408,CL-00408,Itron,13,2023-07-11,2,,False,Activo
MD-00409,CL-00409,Elster,15,2012-11-18,13,2022-07-31,False,Activo
MD-00410,CL-00410,Actaris,13,2019-07-27,6,2020-08-13,True,Activo
MD-00411,CL-00411,Itron,13,2018-03-15,7,2024-05-27,False,Activo
MD-00412,CL-00412,Itron,15,2024-04-27,1,,False,Activo
MD-00413,CL-00413,Sensus,13,2013-09-21,12,2022-11-21,False,Activo
MD-00414,CL-00414,Zenner,13,2013-01-23,12,2024-04-17,False,Activo
MD-00415,CL-00415,Zenner,13,2021-12-17,4,2023-07-02,False,Activo
MD-00416,CL-00416,Elster,13,2017-10-18,8,2021-07-25,False,Activo
MD-00417,CL-00417,Actaris,13,2017-06-06,8,2025-01-24,False,Activo
MD-00418,CL-00418,Actaris,13,2024-08-03,1,,False,Activo
MD-00419,CL-00419,Elster,13,2018-03-18,7,2020-09-04,True,Activo
MD-00420,CL-00420,Zenner,13,2018-03-01,7,2024-07-05,False,Activo
MD-00421,CL-00421,Sensus,19,2025-12-11,0,,False,Activo
MD-00422,CL-00422,Itron,15,2024-03-23,1,,False,Activo
MD-00423,CL-00423,Elster,13,2020-03-09,5,2024-02-22,False,Activo
MD-00424,CL-00424,Zenner,15,2025-02-16,0,,False,Activo
MD-00425,CL-00425,Actaris,15,2024-02-25,1,,False,Activo
MD-00426,CL-00426,Elster,13,2021-10-06,4,2021-06-08,False,Activo
MD-00427,CL-00427,Elster,13,2019-10-10,6,2021-08-17,False,Activo
MD-00428,CL-00428,Actaris,19,2014-08-20,11,2021-11-25,False,Activo
MD-00429,CL-00429,Elster,13,2011-04-08,14,2021-09-03,False,Activo
MD-00430,CL-00430,Itron,15,2016-04-17,9,2024-03-02,False,Activo
MD-00431,CL-00431,Zenner,19,2021-07-05,4,2025-06-19,False,Activo
MD-00432,CL-00432,Zenner,38,2011-02-13,14,2024-05-05,False,Activo
MD-00433,CL-00433,Itron,13,2016-09-08,9,2020-08-19,True,Activo
MD-00434,CL-00434,Itron,13,2012-09-21,13,2021-07-19,False,Activo
MD-00435,CL-00435,Zenner,13,2013-10-13,12,2020-10-15,True,Activo
MD-00436,CL-00436,Zenner,15,2014-05-10,11,2025-03-27,False,Activo
MD-00437,CL-00437,Zenner,13,2022-07-02,3,2023-07-13,False,Activo
MD-00438,CL-00438,Actaris,13,2018-07-21,7,2021-09-17,False,Activo
MD-00439,CL-00439,Elster,13,2023-05-23,2,,False,Activo
MD-00440,CL-00440,Elster,13,2022-12-23,3,2026-03-08,False,Activo
MD-00441,CL-00441,Zenner,13,2017-10-07,8,2025-05-31,False,Activo
MD-00442,CL-00442,Itron,13,2020-03-26,5,2025-04-02,False,Activo
MD-00443,CL-00443,Itron,13,2020-04-05,5,2025-12-20,False,Activo
MD-00444,CL-00444,Elster,13,2014-03-15,11,2024-06-12,False,Activo
MD-00445,CL-00445,Itron,19,2017-12-23,8,2023-01-30,False,Activo
MD-00446,CL-00446,Zenner,13,2025-03-06,0,,False,Activo
MD-00447,CL-00447,Itron,13,2023-01-25,2,,False,Activo
MD-00448,CL-00448,Sensus,13,2014-04-19,11,2022-02-04,False,Activo
MD-00449,CL-00449,Sensus,15,2013-07-27,12,2025-05-15,False,Activo
MD-00450,CL-00450,Sensus,25,2017-06-24,8,2023-04-01,False,Activo
MD-00451,CL-00451,Elster,15,2013-09-23,12,2021-12-22,False,Activo
MD-00452,CL-00452,Sensus,13,2015-10-19,10,2026-03-18,False,Activo
MD-00453,CL-00453,Itron,25,2015-06-14,10,2024-12-12,False,Activo
MD-00454,CL-00454,Itron,19,2021-06-24,4,2022-04-08,False,Activo
MD-00455,CL-00455,Elster,38,2022-06-27,3,2020-09-08,False,Activo
MD-00456,CL-00456,Zenner,15,2013-08-24,12,2025-05-24,False,Activo
MD-00457,CL-00457,Itron,25,2023-06-13,2,,False,Activo
MD-00458,CL-00458,Elster,19,2020-07-12,5,2023-07-05,False,Activo
MD-00459,CL-00459,Sensus,13,2016-05-01,9,2025-03-25,False,Activo
MD-00460,CL-00460,Elster,13,2021-09-27,4,2021-02-02,False,Activo
MD-00461,CL-00461,Itron,19,2021-03-20,4,2024-05-23,False,Activo
MD-00462,CL-00462,Zenner,13,2011-01-24,14,2022-03-15,False,Activo
MD-00463,CL-00463,Sensus,13,2024-06-14,1,,False,Activo
MD-00464,CL-00464,Sensus,15,2020-11-15,5,2022-11-20,False,Activo
MD-00465,CL-00465,Actaris,13,2018-03-15,7,2024-07-09,False,Activo
MD-00466,CL-00466,Elster,13,2018-08-20,7,2024-02-15,False,Activo
MD-00467,CL-00467,Elster,13,2024-12-14,1,,False,Activo
MD-00468,CL-00468,Actaris,13,2024-06-07,1,,False,Activo
MD-00469,CL-00469,Itron,13,2013-09-06,12,2025-12-12,False,Activo
MD-00470,CL-00470,Elster,15,2025-05-14,0,,False,Activo
MD-00471,CL-00471,Actaris,15,2013-04-21,12,2024-08-10,False,Activo
MD-00472,CL-00472,Sensus,15,2023-05-16,2,,False,Activo
MD-00473,CL-00473,Sensus,13,2025-11-17,0,,False,Activo
MD-00474,CL-00474,Sensus,15,2022-05-07,3,2025-12-28,False,Activo
MD-00475,CL-00475,Actaris,13,2025-07-25,0,,False,Activo
MD-00476,CL-00476,Elster,13,2023-09-05,2,,False,Activo
MD-00477,CL-00477,Itron,19,2017-02-09,8,2022-01-27,False,Activo
MD-00478,CL-00478,Actaris,13,2020-06-02,5,2024-11-11,False,Activo
MD-00479,CL-00479,Elster,13,2012-01-18,13,2023-10-18,False,Activo
MD-00480,CL-00480,Zenner,13,2025-08-04,0,,False,Activo
MD-00481,CL-00481,Elster,15,2015-11-27,10,2023-07-01,False,Activo
MD-00482,CL-00482,Zenner,38,2017-07-04,8,2021-10-15,False,Activo
MD-00483,CL-00483,Sensus,13,2024-07-18,1,,False,Activo
MD-00484,CL-00484,Actaris,15,2025-08-18,0,,False,Activo
MD-00485,CL-00485,Elster,19,2015-07-10,10,2024-05-31,False,Activo
MD-00486,CL-00486,Sensus,13,2019-06-19,6,2022-01-21,False,Activo
MD-00487,CL-00487,Sensus,38,2022-03-07,3,2022-10-10,False,Activo
MD-00488,CL-00488,Sensus,13,2018-06-22,7,2022-01-24,False,Activo
MD-00489,CL-00489,Sensus,13,2012-01-20,13,2024-11-20,False,Activo
MD-00490,CL-00490,Elster,13,2021-10-14,4,2022-03-23,False,Activo
MD-00491,CL-00491,Itron,13,2014-10-19,11,2024-06-21,False,Activo
MD-00492,CL-00492,Elster,25,2022-08-27,3,2025-12-01,False,Activo
MD-00493,CL-00493,Itron,13,2025-08-15,0,,False,Activo
MD-00494,CL-00494,Actaris,19,2017-07-03,8,2026-05-23,False,Activo
MD-00495,CL-00495,Sensus,13,2022-03-09,3,2024-07-07,False,Activo
MD-00496,CL-00496,Sensus,13,2011-02-23,14,2023-01-20,False,Activo
MD-00497,CL-00497,Itron,15,2012-07-25,13,2026-02-08,False,Activo
MD-00498,CL-00498,Sensus,19,2023-09-12,2,,False,Activo
MD-00499,CL-00499,Actaris,13,2013-01-20,12,2023-08-16,False,Activo
MD-00500,CL-00500,Elster,13,2021-01-19,4,2024-07-15,False,Activo
MD-00501,CL-00501,Actaris,13,2021-12-27,4,2025-10-10,False,Activo
MD-00502,CL-00502,Zenner,25,2016-12-01,9,2023-07-31,False,Activo
MD-00503,CL-00503,Itron,19,2015-01-25,10,2025-04-05,False,Activo
MD-00504,CL-00504,Zenner,13,2014-05-07,11,2023-11-28,False,Activo
MD-00505,CL-00505,Itron,15,2012-04-14,13,2025-09-04,False,Activo
MD-00506,CL-00506,Zenner,15,2024-01-05,1,,False,Activo
MD-00507,CL-00507,Actaris,13,2017-04-01,8,2024-07-04,False,Activo
MD-00508,CL-00508,Actaris,13,2023-02-06,2,,False,Activo
MD-00509,CL-00509,Zenner,25,2019-10-13,6,2026-02-06,False,Activo
MD-00510,CL-00510,Itron,25,2025-04-13,0,,False,Activo
MD-00511,CL-00511,Sensus,13,2013-02-23,12,2024-06-20,False,Activo
MD-00512,CL-00512,Actaris,13,2019-06-23,6,2026-03-17,False,Activo
MD-00513,CL-00513,Actaris,13,2011-03-23,14,2024-04-26,False,Activo
MD-00514,CL-00514,Itron,19,2017-09-23,8,2025-09-01,False,Activo
MD-00515,CL-00515,Elster,13,2011-02-11,14,2025-07-14,False,Activo
MD-00516,CL-00516,Sensus,13,2012-04-06,13,2021-11-01,False,Activo
MD-00517,CL-00517,Zenner,13,2024-04-21,1,,False,Activo
MD-00518,CL-00518,Sensus,15,2016-03-15,9,2026-05-31,False,Activo
MD-00519,CL-00519,Elster,13,2014-08-16,11,2025-07-09,False,Activo
MD-00520,CL-00520,Itron,19,2012-11-17,13,2023-08-24,False,Activo
MD-00521,CL-00521,Actaris,13,2024-04-18,1,,False,Activo
MD-00522,CL-00522,Sensus,13,2019-12-22,6,2021-12-24,False,Activo
MD-00523,CL-00523,Itron,13,2016-09-05,9,2020-09-18,True,Activo
MD-00524,CL-00524,Elster,13,2017-08-08,8,2024-07-08,False,Activo
MD-00525,CL-00525,Elster,13,2021-09-02,4,2023-04-21,False,Activo
MD-00526,CL-00526,Elster,13,2018-09-04,7,2022-09-23,False,Activo
MD-00527,CL-00527,Itron,13,2024-08-26,1,,False,Activo
MD-00528,CL-00528,Sensus,13,2024-07-24,1,,False,Activo
MD-00529,CL-00529,Zenner,19,2024-10-16,1,,False,Activo
MD-00530,CL-00530,Elster,13,2024-01-09,1,,False,Activo
MD-00531,CL-00531,Zenner,15,2022-02-27,3,2023-05-14,False,Activo
MD-00532,CL-00532,Elster,13,2011-11-12,14,2026-02-01,False,Activo
MD-00533,CL-00533,Itron,13,2015-12-05,10,2025-12-12,False,Activo
MD-00534,CL-00534,Sensus,13,2016-09-26,9,2022-04-14,False,Activo
MD-00535,CL-00535,Itron,13,2025-02-21,0,,False,Activo
MD-00536,CL-00536,Zenner,15,2016-03-17,9,2021-06-29,False,Activo
MD-00537,CL-00537,Itron,15,2025-08-03,0,,False,Activo
MD-00538,CL-00538,Zenner,15,2016-03-08,9,2025-11-04,False,Activo
MD-00539,CL-00539,Zenner,19,2020-07-14,5,2022-12-28,False,Activo
MD-00540,CL-00540,Elster,13,2013-06-01,12,2025-05-13,False,Activo
MD-00541,CL-00541,Actaris,13,2020-10-08,5,2023-11-27,False,Activo
MD-00542,CL-00542,Elster,13,2020-04-16,5,2024-06-24,False,Activo
MD-00543,CL-00543,Elster,15,2016-10-14,9,2024-06-07,False,Activo
MD-00544,CL-00544,Zenner,13,2013-04-03,12,2022-05-06,False,Activo
MD-00545,CL-00545,Zenner,13,2016-11-02,9,2025-10-07,False,Activo
MD-00546,CL-00546,Elster,15,2014-10-12,11,2024-11-29,False,Activo
MD-00547,CL-00547,Sensus,13,2018-02-12,7,2026-07-10,False,Activo
MD-00548,CL-00548,Sensus,25,2022-08-02,3,2024-09-06,False,Activo
MD-00549,CL-00549,Zenner,15,2011-07-17,14,2025-09-27,False,Activo
MD-00550,CL-00550,Itron,13,2022-11-14,3,2020-09-23,False,Activo
MD-00551,CL-00551,Itron,13,2018-02-04,7,2020-09-06,True,Activo
MD-00552,CL-00552,Zenner,13,2013-06-13,12,2024-11-19,False,Activo
MD-00553,CL-00553,Actaris,13,2014-04-27,11,2022-05-16,False,Activo
MD-00554,CL-00554,Zenner,19,2019-03-06,6,2025-05-03,False,Activo
MD-00555,CL-00555,Itron,15,2015-05-16,10,2022-09-15,False,Activo
MD-00556,CL-00556,Actaris,15,2011-03-26,14,2024-11-11,False,Activo
MD-00557,CL-00557,Itron,13,2021-09-15,4,2024-02-12,False,Activo
MD-00558,CL-00558,Actaris,19,2025-10-21,0,,False,Activo
MD-00559,CL-00559,Actaris,13,2020-08-10,5,2023-09-25,False,Activo
MD-00560,CL-00560,Sensus,25,2012-07-14,13,2022-12-11,False,Activo
MD-00561,CL-00561,Sensus,13,2014-07-14,11,2021-07-13,False,Activo
MD-00562,CL-00562,Itron,13,2016-01-17,9,2025-06-23,False,Activo
MD-00563,CL-00563,Zenner,13,2023-01-12,2,,False,Activo
MD-00564,CL-00564,Elster,25,2024-10-21,1,,False,Activo
MD-00565,CL-00565,Zenner,15,2021-03-02,4,2020-11-05,False,Activo
MD-00566,CL-00566,Actaris,15,2024-06-08,1,,False,Activo
MD-00567,CL-00567,Elster,13,2011-09-12,14,2021-09-20,False,Activo
MD-00568,CL-00568,Zenner,13,2016-11-21,9,2021-07-28,False,Activo
MD-00569,CL-00569,Actaris,13,2022-08-04,3,2026-06-15,False,Activo
MD-00570,CL-00570,Actaris,19,2013-06-18,12,2024-02-28,False,Activo
MD-00571,CL-00571,Zenner,25,2014-02-07,11,2021-09-18,False,Activo
MD-00572,CL-00572,Sensus,15,2019-09-01,6,2020-10-24,True,Activo
MD-00573,CL-00573,Zenner,19,2020-12-22,5,2023-05-06,False,Activo
MD-00574,CL-00574,Elster,15,2012-10-06,13,2021-11-26,False,Activo
MD-00575,CL-00575,Sensus,15,2020-08-19,5,2024-12-20,False,Activo
MD-00576,CL-00576,Actaris,13,2021-08-06,4,2025-12-25,False,Activo
MD-00577,CL-00577,Itron,15,2019-08-01,6,2025-08-10,False,Activo
MD-00578,CL-00578,Zenner,13,2014-09-20,11,2024-01-30,False,Activo
MD-00579,CL-00579,Elster,15,2015-10-14,10,2022-02-27,False,Activo
MD-00580,CL-00580,Itron,15,2016-10-25,9,2025-04-09,False,Activo
MD-00581,CL-00581,Actaris,15,2017-04-08,8,2022-08-12,False,Activo
MD-00582,CL-00582,Actaris,13,2019-08-01,6,2024-04-24,False,Activo
MD-00583,CL-00583,Sensus,15,2011-01-05,14,2024-08-26,False,Activo
MD-00584,CL-00584,Sensus,13,2023-02-22,2,,False,Activo
MD-00585,CL-00585,Actaris,13,2018-08-12,7,2021-12-27,False,Activo
MD-00586,CL-00586,Sensus,25,2022-01-11,3,2026-02-03,False,Activo
MD-00587,CL-00587,Actaris,15,2022-01-15,3,2020-12-02,False,Activo
MD-00588,CL-00588,Sensus,13,2022-10-19,3,2021-05-13,False,Activo
MD-00589,CL-00589,Itron,13,2023-10-23,2,,False,Activo
MD-00590,CL-00590,Sensus,13,2025-12-24,0,,False,Activo
MD-00591,CL-00591,Actaris,13,2018-02-25,7,2023-11-23,False,Activo
MD-00592,CL-00592,Sensus,13,2020-03-03,5,2022-08-24,False,Activo
MD-00593,CL-00593,Sensus,13,2016-10-12,9,2022-08-31,False,Activo
MD-00594,CL-00594,Actaris,15,2014-02-13,11,2024-08-07,False,Activo
MD-00595,CL-00595,Sensus,19,2024-05-07,1,,False,Activo
MD-00596,CL-00596,Zenner,19,2014-07-08,11,2024-09-03,False,Activo
MD-00597,CL-00597,Actaris,13,2011-05-13,14,2024-05-10,False,Activo
MD-00598,CL-00598,Sensus,19,2022-09-21,3,2022-05-04,False,Activo
MD-00599,CL-00599,Zenner,15,2018-07-08,7,2022-08-07,False,Activo
MD-00600,CL-00600,Elster,13,2011-04-21,14,2024-06-27,False,Activo
MD-00601,CL-00601,Actaris,13,2014-10-05,11,2026-04-19,False,Activo
MD-00602,CL-00602,Actaris,13,2013-01-27,12,2021-02-07,False,Activo
MD-00603,CL-00603,Actaris,13,2012-04-08,13,2021-10-18,False,Activo
MD-00604,CL-00604,Actaris,13,2014-12-26,11,2021-11-25,False,Activo
MD-00605,CL-00605,Zenner,13,2025-12-09,0,,False,Activo
MD-00606,CL-00606,Itron,13,2022-06-24,3,2020-12-04,False,Activo
MD-00607,CL-00607,Sensus,13,2012-02-13,13,2025-12-29,False,Activo
MD-00608,CL-00608,Zenner,15,2016-11-10,9,2024-02-13,False,Activo
MD-00609,CL-00609,Actaris,25,2019-08-09,6,2025-03-03,False,Activo
MD-00610,CL-00610,Actaris,13,2016-11-25,9,2024-08-29,False,Activo
MD-00611,CL-00611,Zenner,25,2020-03-10,5,2024-08-24,False,Activo
MD-00612,CL-00612,Zenner,25,2011-02-16,14,2025-06-27,False,Activo
MD-00613,CL-00613,Actaris,13,2014-02-04,11,2025-01-16,False,Activo
MD-00614,CL-00614,Itron,25,2013-05-18,12,2024-04-06,False,Activo
MD-00615,CL-00615,Sensus,15,2011-09-23,14,2025-07-14,False,Activo
MD-00616,CL-00616,Sensus,15,2022-09-13,3,2022-07-10,False,Activo
MD-00617,CL-00617,Actaris,13,2016-12-20,9,2021-01-04,False,Activo
MD-00618,CL-00618,Elster,13,2025-07-26,0,,False,Activo
MD-00619,CL-00619,Sensus,15,2015-08-03,10,2024-11-13,False,Activo
MD-00620,CL-00620,Zenner,15,2016-01-06,9,2025-12-22,False,Activo
MD-00621,CL-00621,Sensus,25,2017-04-07,8,2021-03-17,False,Activo
MD-00622,CL-00622,Itron,13,2018-07-15,7,2021-12-21,False,Activo
MD-00623,CL-00623,Zenner,13,2019-08-17,6,2022-08-27,False,Activo
MD-00624,CL-00624,Zenner,13,2017-11-04,8,2020-09-17,True,Activo
MD-00625,CL-00625,Sensus,19,2023-06-17,2,,False,Activo
MD-00626,CL-00626,Zenner,13,2019-12-17,6,2026-07-03,False,Activo
MD-00627,CL-00627,Sensus,19,2018-04-12,7,2021-07-16,False,Activo
MD-00628,CL-00628,Zenner,13,2021-04-15,4,2022-09-08,False,Activo
MD-00629,CL-00629,Actaris,19,2021-01-18,4,2025-11-06,False,Activo
MD-00630,CL-00630,Zenner,13,2012-02-14,13,2025-06-11,False,Activo
MD-00631,CL-00631,Zenner,13,2022-03-13,3,2021-06-07,False,Activo
MD-00632,CL-00632,Itron,25,2014-05-04,11,2023-02-22,False,Activo
MD-00633,CL-00633,Sensus,13,2021-07-10,4,2024-08-05,False,Activo
MD-00634,CL-00634,Sensus,13,2019-05-26,6,2025-12-23,False,Activo
MD-00635,CL-00635,Actaris,13,2015-12-19,10,2025-05-18,False,Activo
MD-00636,CL-00636,Actaris,15,2014-01-07,11,2022-08-08,False,Activo
MD-00637,CL-00637,Actaris,13,2025-09-17,0,,False,Activo
MD-00638,CL-00638,Itron,13,2012-04-08,13,2024-09-09,False,Activo
MD-00639,CL-00639,Actaris,15,2022-02-01,3,2023-09-06,False,Activo
MD-00640,CL-00640,Zenner,13,2025-11-17,0,,False,Activo
MD-00641,CL-00641,Elster,15,2016-06-25,9,2023-07-08,False,Activo
MD-00642,CL-00642,Zenner,13,2015-05-16,10,2023-09-17,False,Activo
MD-00643,CL-00643,Actaris,15,2020-09-05,5,2023-11-12,False,Activo
MD-00644,CL-00644,Elster,38,2020-09-19,5,2024-08-07,False,Activo
MD-00645,CL-00645,Itron,13,2023-10-21,2,,False,Activo
MD-00646,CL-00646,Actaris,13,2023-09-13,2,,False,Activo
MD-00647,CL-00647,Sensus,13,2022-12-13,3,2022-08-19,False,Activo
MD-00648,CL-00648,Itron,13,2019-07-06,6,2022-08-05,False,Activo
MD-00649,CL-00649,Elster,15,2025-07-09,0,,False,Activo
MD-00650,CL-00650,Sensus,25,2023-03-24,2,,False,Activo
MD-00651,CL-00651,Itron,13,2022-09-17,3,2021-01-07,False,Activo
MD-00652,CL-00652,Elster,13,2011-04-19,14,2024-05-01,False,Activo
MD-00653,CL-00653,Itron,13,2024-05-22,1,,False,Activo
MD-00654,CL-00654,Actaris,13,2019-04-08,6,2023-02-16,False,Activo
MD-00655,CL-00655,Zenner,15,2017-05-12,8,2020-10-13,True,Activo
MD-00656,CL-00656,Actaris,13,2017-04-19,8,2024-02-29,False,Activo
MD-00657,CL-00657,Sensus,13,2017-03-12,8,2025-12-29,False,Activo
MD-00658,CL-00658,Elster,19,2018-11-03,7,2021-01-09,False,Activo
MD-00659,CL-00659,Zenner,13,2014-09-15,11,2021-12-06,False,Activo
MD-00660,CL-00660,Itron,13,2013-03-22,12,2021-02-06,False,Activo
MD-00661,CL-00661,Actaris,13,2014-04-01,11,2023-05-26,False,Activo
MD-00662,CL-00662,Itron,13,2025-10-15,0,,False,Activo
MD-00663,CL-00663,Sensus,19,2012-07-22,13,2025-12-13,False,Activo
MD-00664,CL-00664,Itron,13,2015-12-18,10,2022-05-14,False,Activo
MD-00665,CL-00665,Sensus,13,2013-02-12,12,2025-07-06,False,Activo
MD-00666,CL-00666,Itron,13,2024-12-06,1,,False,Activo
MD-00667,CL-00667,Itron,25,2015-09-14,10,2022-06-01,False,Activo
MD-00668,CL-00668,Zenner,13,2021-12-04,4,2024-08-23,False,Activo
MD-00669,CL-00669,Itron,13,2014-12-02,11,2024-09-02,False,Activo
MD-00670,CL-00670,Zenner,13,2011-07-16,14,2024-09-24,False,Activo
MD-00671,CL-00671,Elster,13,2019-04-15,6,2026-01-30,False,Activo
MD-00672,CL-00672,Actaris,15,2017-12-10,8,2023-01-17,False,Activo
MD-00673,CL-00673,Sensus,15,2016-06-12,9,2023-05-20,False,Activo
MD-00674,CL-00674,Elster,13,2011-12-26,14,2023-10-21,False,Activo
MD-00675,CL-00675,Zenner,13,2012-09-19,13,2021-03-08,False,Activo
MD-00676,CL-00676,Sensus,15,2019-07-02,6,2023-04-10,False,Activo
MD-00677,CL-00677,Zenner,15,2016-03-02,9,2022-01-09,False,Activo
MD-00678,CL-00678,Sensus,13,2020-02-05,5,2022-01-15,False,Activo
MD-00679,CL-00679,Sensus,13,2023-06-22,2,,False,Activo
MD-00680,CL-00680,Elster,15,2013-12-16,12,2021-02-10,False,Activo
MD-00681,CL-00681,Sensus,13,2018-02-04,7,2025-08-07,False,Activo
MD-00682,CL-00682,Itron,13,2025-04-06,0,,False,Activo
MD-00683,CL-00683,Actaris,13,2016-09-27,9,2025-08-13,False,Activo
MD-00684,CL-00684,Itron,13,2018-06-04,7,2024-07-18,False,Activo
MD-00685,CL-00685,Itron,13,2022-09-05,3,2025-07-10,False,Activo
MD-00686,CL-00686,Actaris,19,2014-09-08,11,2022-10-15,False,Activo
MD-00687,CL-00687,Elster,13,2012-11-06,13,2023-01-29,False,Activo
MD-00688,CL-00688,Elster,38,2025-03-17,0,,False,Activo
MD-00689,CL-00689,Zenner,13,2013-04-02,12,2024-11-14,False,Activo
MD-00690,CL-00690,Itron,19,2015-10-22,10,2025-10-03,False,Activo
MD-00691,CL-00691,Zenner,15,2023-12-26,2,,False,Activo
MD-00692,CL-00692,Actaris,13,2022-07-07,3,2021-07-16,False,Activo
MD-00693,CL-00693,Sensus,13,2021-12-13,4,2023-02-03,False,Activo
MD-00694,CL-00694,Actaris,13,2018-06-16,7,2025-11-02,False,Activo
MD-00695,CL-00695,Itron,15,2018-05-26,7,2021-07-31,False,Activo
MD-00696,CL-00696,Sensus,15,2021-08-10,4,2023-02-01,False,Activo
MD-00697,CL-00697,Actaris,13,2023-08-11,2,,False,Activo
MD-00698,CL-00698,Zenner,13,2024-06-09,1,,False,Activo
MD-00699,CL-00699,Elster,13,2024-09-12,1,,False,Activo
MD-00700,CL-00700,Sensus,19,2020-07-27,5,2023-08-16,False,Activo
MD-00701,CL-00701,Zenner,13,2022-09-15,3,2023-09-11,False,Activo
MD-00702,CL-00702,Zenner,13,2018-05-17,7,2023-08-10,False,Activo
MD-00703,CL-00703,Sensus,15,2024-05-07,1,,False,Activo
MD-00704,CL-00704,Sensus,13,2021-05-19,4,2025-03-29,False,Activo
