id_lectura,id_medidor,fecha_lectura,lectura_acumulada_m3,consumo_m3,tipo_anomalia_real,tipo_anomalia_detectada
LC-0002403,MD-00201,2025-03-01,3296.91,43.47,Normal,Normal
LC-0002404,MD-00201,2025-04-01,3341.89,44.98,Normal,Normal
LC-0002405,MD-00201,2025-05-01,3385.87,43.98,Normal,Normal
LC-0002406,MD-00201,2025-06-01,3434.99,49.13,Normal,Normal
LC-0002407,MD-00201,2025-07-01,3474.46,39.47,Normal,Normal
LC-0002408,MD-00201,2025-08-01,3517.4,42.93,Normal,Normal
LC-0002409,MD-00201,2025-09-01,3554.5,37.11,Normal,Normal
LC-0002410,MD-00201,2025-10-01,3594.83,40.33,Normal,Normal
LC-0002411,MD-00201,2025-11-01,3630.97,36.14,Normal,Normal
LC-0002412,MD-00201,2025-12-01,3673.81,42.84,Normal,Normal
LC-0002413,MD-00202,2025-01-01,2634.91,14.28,Normal,Normal
LC-0002414,MD-00202,2025-02-01,2648.69,13.78,Normal,Normal
LC-0002415,MD-00202,2025-03-01,2661.21,12.53,Normal,Normal
LC-0002416,MD-00202,2025-04-01,2675.56,14.35,Normal,Normal
LC-0002417,MD-00202,2025-05-01,2688.51,12.95,Normal,Normal
LC-0002418,MD-00202,2025-06-01,2702.73,14.22,Normal,Normal
LC-0002419,MD-00202,2025-07-01,2715.95,13.22,Normal,Normal
LC-0002420,MD-00202,2025-08-01,2728.94,12.99,Normal,Normal
LC-0002421,MD-00202,2025-09-01,2742.93,13.99,Normal,Normal
LC-0002422,MD-00202,2025-10-01,2755.11,12.19,Normal,Normal
LC-0002423,MD-00202,2025-11-01,2769.03,13.91,Normal,Normal
LC-0002424,MD-00202,2025-12-01,2783.77,14.74,Normal,Normal
LC-0002425,MD-00203,2025-01-01,3614.2,15.57,Normal,Normal
LC-0002426,MD-00203,2025-02-01,3632.85,18.65,Normal,Normal
LC-0002427,MD-00203,2025-03-01,3651.47,18.62,Normal,Normal
LC-0002428,MD-00203,2025-04-01,3666.99,15.52,Normal,Normal
LC-0002429,MD-00203,2025-05-01,3684.6,17.61,Normal,Normal
LC-0002430,MD-00203,2025-06-01,3699.73,15.13,Normal,Normal
LC-0002431,MD-00203,2025-07-01,3718.32,18.58,Normal,Normal
LC-0002432,MD-00203,2025-08-01,3735.36,17.04,Normal,Normal
LC-0002433,MD-00203,2025-09-01,3753.33,17.98,Normal,Normal
LC-0002434,MD-00203,2025-10-01,3767.75,14.42,Normal,Normal
LC-0002435,MD-00203,2025-11-01,3785.36,17.61,Normal,Normal
LC-0002436,MD-00203,2025-12-01,3802.06,16.7,Normal,Normal
LC-0002437,MD-00204,2025-01-01,3803.37,15.93,Normal,Normal
LC-0002438,MD-00204,2025-02-01,3820.82,17.45,Normal,Normal
LC-0002439,MD-00204,2025-03-01,3838.47,17.65,Normal,Normal
LC-0002440,MD-00204,2025-04-01,3856.49,18.01,Normal,Normal
LC-0002441,MD-00204,2025-05-01,3872.93,16.45,Normal,Normal
LC-0002442,MD-00204,2025-06-01,3890.87,17.93,Normal,Normal
LC-0002443,MD-00204,2025-07-01,3906.84,15.97,Normal,Normal
LC-0002444,MD-00204,2025-08-01,3923.95,17.11,Normal,Normal
LC-0002445,MD-00204,2025-09-01,3941.79,17.84,Normal,Normal
LC-0002446,MD-00204,2025-10-01,3958.84,17.06,Normal,Normal
LC-0002447,MD-00204,2025-11-01,3974.08,15.24,Normal,Normal
LC-0002448,MD-00204,2025-12-01,3989.49,15.41,Normal,Normal
LC-0002449,MD-00205,2025-01-01,714.36,13.16,Normal,Normal
LC-0002450,MD-00205,2025-02-01,728.13,13.77,Normal,Normal
LC-0002451,MD-00205,2025-03-01,742.42,14.29,Normal,Normal
LC-0002452,MD-00205,2025-04-01,757.72,15.3,Normal,Normal
LC-0002453,MD-00205,2025-05-01,772.33,14.62,Normal,Normal
LC-0002454,MD-00205,2025-06-01,785.93,13.59,Normal,Normal
LC-0002455,MD-00205,2025-07-01,799.04,13.11,Normal,Normal
LC-0002456,MD-00205,2025-08-01,811.66,12.62,Normal,Normal
LC-0002457,MD-00205,2025-09-01,826.53,14.87,Normal,Normal
LC-0002458,MD-00205,2025-10-01,840.13,13.6,Normal,Normal
LC-0002459,MD-00205,2025-11-01,854.22,14.09,Normal,Normal
LC-0002460,MD-00205,2025-12-01,867.0,12.78,Normal,Normal
LC-0002461,MD-00206,2025-01-01,1364.22,14.11,Normal,Normal
LC-0002462,MD-00206,2025-02-01,1378.88,14.66,Normal,Normal
LC-0002463,MD-00206,2025-03-01,1395.12,16.24,Normal,Normal
LC-0002464,MD-00206,2025-04-01,1407.59,12.47,Normal,Normal
LC-0002465,MD-00206,2025-05-01,1421.12,13.53,Normal,Normal
LC-0002466,MD-00206,2025-06-01,1436.99,15.86,Normal,Normal
LC-0002467,MD-00206,2025-07-01,1451.53,14.55,Submedicion,Normal
LC-0002468,MD-00206,2025-08-01,1463.9,12.36,Submedicion,Normal
LC-0002469,MD-00206,2025-09-01,1474.08,10.18,Submedicion,Normal
LC-0002470,MD-00206,2025-10-01,1482.08,8.0,Submedicion,Normal
LC-0002471,MD-00206,2025-11-01,1487.9,5.82,Submedicion,Normal
LC-0002472,MD-00206,2025-12-01,1491.54,3.64,Submedicion,Normal
LC-0002473,MD-00207,2025-01-01,3466.43,16.38,Normal,Normal
LC-0002474,MD-00207,2025-02-01,3480.44,14.01,Normal,Normal
LC-0002475,MD-00207,2025-03-01,3497.12,16.68,Normal,Normal
LC-0002476,MD-00207,2025-04-01,3513.85,16.74,Normal,Normal
LC-0002477,MD-00207,2025-05-01,3531.35,17.49,Normal,Normal
LC-0002478,MD-00207,2025-06-01,3547.04,15.7,Normal,Normal
LC-0002479,MD-00207,2025-07-01,3563.11,16.06,Normal,Normal
LC-0002480,MD-00207,2025-08-01,3577.78,14.67,Normal,Normal
LC-0002481,MD-00207,2025-09-01,3591.37,13.59,Normal,Normal
LC-0002482,MD-00207,2025-10-01,3606.54,15.17,Normal,Normal
LC-0002483,MD-00207,2025-11-01,3621.09,14.55,Normal,Normal
LC-0002484,MD-00207,2025-12-01,3638.18,17.09,Normal,Normal
LC-0002485,MD-00208,2025-01-01,4737.29,10.78,Normal,Normal
LC-0002486,MD-00208,2025-02-01,4749.13,11.84,Normal,Normal
LC-0002487,MD-00208,2025-03-01,4761.29,12.16,Normal,Normal
LC-0002488,MD-00208,2025-04-01,4773.28,11.99,Normal,Normal
LC-0002489,MD-00208,2025-05-01,4783.54,10.26,Normal,Normal
LC-0002490,MD-00208,2025-06-01,4795.67,12.13,Normal,Normal
LC-0002491,MD-00208,2025-07-01,4808.0,12.33,Normal,Normal
LC-0002492,MD-00208,2025-08-01,4819.36,11.36,Normal,Normal
LC-0002493,MD-00208,2025-09-01,4832.01,12.65,Normal,Normal
LC-0002494,MD-00208,2025-10-01,4842.89,10.88,Normal,Normal
LC-0002495,MD-00208,2025-11-01,4855.78,12.89,Normal,Normal
LC-0002496,MD-00208,2025-12-01,4867.58,11.8,Normal,Normal
LC-0002497,MD-00209,2025-01-01,2205.42,19.39,Normal,Normal
LC-0002498,MD-00209,2025-02-01,2224.02,18.61,Normal,Normal
LC-0002499,MD-00209,2025-03-01,2244.71,20.69,Normal,Normal
LC-0002500,MD-00209,2025-04-01,2263.39,18.68,Normal,Normal
LC-0002501,MD-00209,2025-05-01,2281.25,17.86,Normal,Normal
LC-0002502,MD-00209,2025-06-01,2304.13,22.88,Normal,Normal
LC-0002503,MD-00209,2025-07-01,2323.43,19.3,Normal,Normal
LC-0002504,MD-00209,2025-08-01,2338.81,15.38,Normal,Normal
LC-0002505,MD-00209,2025-09-01,2360.18,21.37,Normal,Normal
LC-0002506,MD-00209,2025-10-01,2381.54,21.36,Normal,Normal
LC-0002507,MD-00209,2025-11-01,2401.67,20.13,Normal,Normal
LC-0002508,MD-00209,2025-12-01,2422.07,20.4,Normal,Normal
LC-0002509,MD-00210,2025-01-01,3271.97,14.12,Normal,Normal
LC-0002510,MD-00210,2025-02-01,3287.3,15.33,Normal,Normal
LC-0002511,MD-00210,2025-03-01,3301.69,14.39,Normal,Normal
LC-0002512,MD-00210,2025-04-01,3313.0,11.32,Normal,Normal
LC-0002513,MD-00210,2025-05-01,3326.55,13.55,Normal,Normal
LC-0002514,MD-00210,2025-06-01,3340.98,14.43,Normal,Normal
LC-0002515,MD-00210,2025-07-01,3354.31,13.33,Normal,Normal
LC-0002516,MD-00210,2025-08-01,3367.82,13.51,Normal,Normal
LC-0002517,MD-00210,2025-09-01,3385.23,17.41,Normal,Normal
LC-0002518,MD-00210,2025-10-01,3400.18,14.95,Normal,Normal
LC-0002519,MD-00210,2025-11-01,3414.68,14.5,Normal,Normal
LC-0002520,MD-00210,2025-12-01,3430.44,15.76,Normal,Normal
LC-0002521,MD-00211,2025-01-01,2974.84,14.52,Normal,Normal
LC-0002522,MD-00211,2025-02-01,2988.86,14.02,Normal,Normal
LC-0002523,MD-00211,2025-03-01,3004.03,15.17,Normal,Normal
LC-0002524,MD-00211,2025-04-01,3021.2,17.17,Normal,Normal
LC-0002525,MD-00211,2025-05-01,3039.37,18.17,Normal,Normal
LC-0002526,MD-00211,2025-06-01,3056.68,17.31,Normal,Normal
LC-0002527,MD-00211,2025-07-01,3074.18,17.49,Normal,Normal
LC-0002528,MD-00211,2025-08-01,3090.2,16.02,Normal,Normal
LC-0002529,MD-00211,2025-09-01,3104.08,13.88,Normal,Normal
LC-0002530,MD-00211,2025-10-01,3119.62,15.54,Normal,Normal
LC-0002531,MD-00211,2025-11-01,3135.42,15.79,Normal,Normal
LC-0002532,MD-00211,2025-12-01,3150.91,15.49,Normal,Normal
LC-0002533,MD-00212,2025-01-01,3031.74,18.42,Normal,Normal
LC-0002534,MD-00212,2025-02-01,3051.25,19.51,Normal,Normal
LC-0002535,MD-00212,2025-03-01,3070.44,19.2,Normal,Normal
LC-0002536,MD-00212,2025-04-01,3091.28,20.84,Normal,Normal
LC-0002537,MD-00212,2025-05-01,3110.14,18.86,Normal,Normal
LC-0002538,MD-00212,2025-06-01,3129.6,19.45,Normal,Normal
LC-0002539,MD-00212,2025-07-01,3145.97,16.38,Normal,Normal
LC-0002540,MD-00212,2025-08-01,3165.74,19.77,Normal,Normal
LC-0002541,MD-00212,2025-09-01,3183.81,18.07,Normal,Normal
LC-0002542,MD-00212,2025-10-01,3200.74,16.93,Normal,Normal
LC-0002543,MD-00212,2025-11-01,3221.76,21.01,Normal,Normal
LC-0002544,MD-00212,2025-12-01,3240.96,19.21,Normal,Normal
LC-0002545,MD-00213,2025-01-01,2151.47,15.46,Normal,Normal
LC-0002546,MD-00213,2025-02-01,2165.12,13.66,Normal,Normal
LC-0002547,MD-00213,2025-03-01,2178.91,13.79,Normal,Normal
LC-0002548,MD-00213,2025-04-01,2192.97,14.06,Normal,Normal
LC-0002549,MD-00213,2025-05-01,2209.12,16.15,Normal,Normal
LC-0002550,MD-00213,2025-06-01,2225.12,16.0,Normal,Normal
LC-0002551,MD-00213,2025-07-01,2235.94,10.82,Normal,Normal
LC-0002552,MD-00213,2025-08-01,2250.79,14.85,Normal,Normal
LC-0002553,MD-00213,2025-09-01,2265.92,15.13,Normal,Normal
LC-0002554,MD-00213,2025-10-01,2279.72,13.8,Normal,Normal
LC-0002555,MD-00213,2025-11-01,2294.2,14.48,Normal,Normal
LC-0002556,MD-00213,2025-12-01,2310.74,16.54,Normal,Normal
LC-0002557,MD-00214,2025-01-01,4045.44,11.44,Normal,Normal
LC-0002558,MD-00214,2025-02-01,4057.2,11.77,Normal,Normal
LC-0002559,MD-00214,2025-03-01,4068.65,11.45,Normal,Normal
LC-0002560,MD-00214,2025-04-01,4080.48,11.83,Normal,Normal
LC-0002561,MD-00214,2025-05-01,4092.69,12.21,Normal,Normal
LC-0002562,MD-00214,2025-06-01,4106.22,13.53,Normal,Normal
LC-0002563,MD-00214,2025-07-01,4118.76,12.54,Normal,Normal
LC-0002564,MD-00214,2025-08-01,4129.98,11.21,Normal,Normal
LC-0002565,MD-00214,2025-09-01,4141.07,11.1,Normal,Normal
LC-0002566,MD-00214,2025-10-01,4153.16,12.08,Normal,Normal
LC-0002567,MD-00214,2025-11-01,4166.49,13.33,Normal,Normal
LC-0002568,MD-00214,2025-12-01,4180.39,13.9,Normal,Normal
LC-0002569,MD-00215,2025-01-01,4675.51,11.27,Normal,Normal
LC-0002570,MD-00215,2025-02-01,4688.16,12.64,Normal,Normal
LC-0002571,MD-00215,2025-03-01,4699.86,11.7,Normal,Normal
LC-0002572,MD-00215,2025-04-01,4711.73,11.87,Normal,Normal
LC-0002573,MD-00215,2025-05-01,4725.03,13.3,Normal,Normal
LC-0002574,MD-00215,2025-06-01,4738.35,13.32,Normal,Normal
LC-0002575,MD-00215,2025-07-01,4750.15,11.8,Normal,Normal
LC-0002576,MD-00215,2025-08-01,4761.62,11.46,Normal,Normal
LC-0002577,MD-00215,2025-09-01,4772.85,11.24,Normal,Normal
LC-0002578,MD-00215,2025-10-01,4785.59,12.74,Normal,Normal
LC-0002579,MD-00215,2025-11-01,4797.47,11.87,Normal,Normal
LC-0002580,MD-00215,2025-12-01,4809.17,11.7,Normal,Normal
LC-0002581,MD-00216,2025-01-01,1771.47,216.02,Normal,Normal
LC-0002582,MD-00216,2025-02-01,1966.25,194.79,Normal,Normal
LC-0002583,MD-00216,2025-03-01,2156.0,189.74,Normal,Normal
LC-0002584,MD-00216,2025-04-01,2335.61,179.62,Normal,Normal
LC-0002585,MD-00216,2025-05-01,2541.77,206.16,Normal,Normal
LC-0002586,MD-00216,2025-06-01,2730.22,188.45,Normal,Normal
LC-0002587,MD-00216,2025-07-01,2918.03,187.8,Normal,Normal
LC-0002588,MD-00216,2025-08-01,3112.96,194.94,Normal,Normal
LC-0002589,MD-00216,2025-09-01,3295.31,182.35,Normal,Normal
LC-0002590,MD-00216,2025-10-01,3514.28,218.97,Normal,Normal
LC-0002591,MD-00216,2025-11-01,3724.51,210.23,Normal,Normal
LC-0002592,MD-00216,2025-12-01,3920.82,196.31,Normal,Normal
LC-0002593,MD-00217,2025-01-01,1594.41,13.22,Normal,Normal
LC-0002594,MD-00217,2025-02-01,1608.47,14.06,Normal,Normal
LC-0002595,MD-00217,2025-03-01,1623.33,14.86,Normal,Normal
LC-0002596,MD-00217,2025-04-01,1637.06,13.72,Normal,Normal
LC-0002597,MD-00217,2025-05-01,1649.38,12.33,Normal,Normal
LC-0002598,MD-00217,2025-06-01,1661.8,12.41,Normal,Normal
LC-0002599,MD-00217,2025-07-01,1675.94,14.14,Normal,Normal
LC-0002600,MD-00217,2025-08-01,1688.28,12.34,Normal,Normal
LC-0002601,MD-00217,2025-09-01,1701.86,13.58,Normal,Normal
LC-0002602,MD-00217,2025-10-01,1714.86,13.0,Normal,Normal
LC-0002603,MD-00217,2025-11-01,1727.08,12.22,Normal,Normal
LC-0002604,MD-00217,2025-12-01,1741.34,14.26,Normal,Normal
LC-0002605,MD-00218,2025-01-01,3343.51,13.64,Normal,Normal
LC-0002606,MD-00218,2025-02-01,3355.84,12.33,Normal,Normal
LC-0002607,MD-00218,2025-03-01,3368.49,12.65,Normal,Normal
LC-0002608,MD-00218,2025-04-01,3380.96,12.47,Normal,Normal
LC-0002609,MD-00218,2025-05-01,3395.46,14.5,Normal,Normal
LC-0002610,MD-00218,2025-06-01,3409.12,13.65,Normal,Normal
LC-0002611,MD-00218,2025-07-01,3420.67,11.56,Normal,Normal
LC-0002612,MD-00218,2025-08-01,3435.56,14.89,Normal,Normal
LC-0002613,MD-00218,2025-09-01,3448.54,12.98,Normal,Normal
LC-0002614,MD-00218,2025-10-01,3462.57,14.03,Normal,Normal
LC-0002615,MD-00218,2025-11-01,3477.03,14.46,Normal,Normal
LC-0002616,MD-00218,2025-12-01,3487.63,10.6,Normal,Normal
LC-0002617,MD-00219,2025-01-01,4771.59,183.36,Normal,Normal
LC-0002618,MD-00219,2025-02-01,4961.17,189.58,Normal,Normal
LC-0002619,MD-00219,2025-03-01,5135.22,174.04,Normal,Normal
LC-0002620,MD-00219,2025-04-01,5341.95,206.73,Normal,Normal
LC-0002621,MD-00219,2025-05-01,5538.68,196.73,Normal,Normal
LC-0002622,MD-00219,2025-06-01,5709.7,171.02,Normal,Normal
LC-0002623,MD-00219,2025-07-01,5894.51,184.81,Normal,Normal
LC-0002624,MD-00219,2025-08-01,6097.88,203.37,Normal,Normal
LC-0002625,MD-00219,2025-09-01,6287.32,189.43,Normal,Normal
LC-0002626,MD-00219,2025-10-01,6474.31,187.0,Normal,Normal
LC-0002627,MD-00219,2025-11-01,6671.17,196.86,Normal,Normal
LC-0002628,MD-00219,2025-12-01,6874.65,203.48,Normal,Normal
LC-0002629,MD-00220,2025-01-01,1602.75,15.8,Normal,Normal
LC-0002630,MD-00220,2025-02-01,1618.5,15.75,Normal,Normal
LC-0002631,MD-00220,2025-03-01,1634.78,16.29,Normal,Normal
LC-0002632,MD-00220,2025-04-01,1652.72,17.94,Normal,Normal
LC-0002633,MD-00220,2025-05-01,1671.37,18.66,Normal,Normal
LC-0002634,MD-00220,2025-06-01,1688.41,17.04,Normal,Normal
LC-0002635,MD-00220,2025-07-01,1703.34,14.92,Normal,Normal
LC-0002636,MD-00220,2025-08-01,1719.3,15.97,Normal,Normal
LC-0002637,MD-00220,2025-09-01,1735.83,16.53,Normal,Normal
LC-0002638,MD-00220,2025-10-01,1751.5,15.66,Normal,Normal
LC-0002639,MD-00220,2025-11-01,1767.33,15.83,Normal,Normal
LC-0002640,MD-00220,2025-12-01,1783.43,16.1,Normal,Normal
LC-0002641,MD-00221,2025-01-01,4259.19,19.64,Normal,Normal
LC-0002642,MD-00221,2025-02-01,4273.09,13.89,Normal,Normal
LC-0002643,MD-00221,2025-03-01,4290.68,17.59,Normal,Normal
LC-0002644,MD-00221,2025-04-01,4307.99,17.31,Normal,Normal
LC-0002645,MD-00221,2025-05-01,4324.85,16.86,Normal,Normal
LC-0002646,MD-00221,2025-06-01,4341.37,16.52,Normal,Normal
LC-0002647,MD-00221,2025-07-01,4358.71,17.34,Normal,Normal
LC-0002648,MD-00221,2025-08-01,4377.43,18.72,Normal,Normal
LC-0002649,MD-00221,2025-09-01,4392.37,14.94,Normal,Normal
LC-0002650,MD-00221,2025-10-01,4408.51,16.14,Normal,Normal
LC-0002651,MD-00221,2025-11-01,4424.31,15.8,Normal,Normal
LC-0002652,MD-00221,2025-12-01,4440.05,15.74,Normal,Normal
LC-0002653,MD-00222,2025-01-01,3775.12,18.04,Normal,Normal
LC-0002654,MD-00222,2025-02-01,3793.67,18.55,Normal,Normal
LC-0002655,MD-00222,2025-03-01,3813.28,19.61,Normal,Normal
LC-0002656,MD-00222,2025-04-01,3829.11,15.83,Normal,Normal
LC-0002657,MD-00222,2025-05-01,3850.85,21.74,Normal,Normal
LC-0002658,MD-00222,2025-06-01,3869.77,18.92,Normal,Normal
LC-0002659,MD-00222,2025-07-01,3886.02,16.25,Normal,Normal
LC-0002660,MD-00222,2025-08-01,3904.8,18.78,Normal,Normal
LC-0002661,MD-00222,2025-09-01,3922.01,17.21,Normal,Normal
LC-0002662,MD-00222,2025-10-01,3939.12,17.11,Normal,Normal
LC-0002663,MD-00222,2025-11-01,3956.09,16.97,Normal,Normal
LC-0002664,MD-00222,2025-12-01,3974.26,18.17,Normal,Normal
LC-0002665,MD-00223,2025-01-01,3508.44,15.79,Normal,Normal
LC-0002666,MD-00223,2025-02-01,3523.66,15.22,Normal,Normal
LC-0002667,MD-00223,2025-03-01,3539.88,16.22,Normal,Normal
LC-0002668,MD-00223,2025-04-01,3554.05,14.17,Normal,Normal
LC-0002669,MD-00223,2025-05-01,3570.24,16.19,Normal,Normal
LC-0002670,MD-00223,2025-06-01,3586.26,16.02,Normal,Normal
LC-0002671,MD-00223,2025-07-01,3602.16,15.9,Normal,Normal
LC-0002672,MD-00223,2025-08-01,3617.37,15.21,Normal,Normal
LC-0002673,MD-00223,2025-09-01,3635.06,17.7,Normal,Normal
LC-0002674,MD-00223,2025-10-01,3651.11,16.04,Normal,Normal
LC-0002675,MD-00223,2025-11-01,3665.35,14.24,Normal,Normal
LC-0002676,MD-00223,2025-12-01,3681.09,15.74,Normal,Normal
LC-0002677,MD-00224,2025-01-01,1072.21,19.27,Normal,Normal
LC-0002678,MD-00224,2025-02-01,1089.98,17.77,Normal,Normal
LC-0002679,MD-00224,2025-03-01,1110.66,20.68,Normal,Normal
LC-0002680,MD-00224,2025-04-01,1131.48,20.82,Normal,Consumo Elevado
LC-0002681,MD-00224,2025-05-01,1152.58,21.09,Normal,Consumo Elevado
LC-0002682,MD-00224,2025-06-01,1152.58,0.0,Medidor Detenido,Medidor Detenido
LC-0002683,MD-00224,2025-07-01,1152.58,0.0,Medidor Detenido,Medidor Detenido
LC-0002684,MD-00224,2025-08-01,1152.58,0.0,Medidor Detenido,Medidor Detenido
LC-0002685,MD-00224,2025-09-01,1152.58,0.0,Medidor Detenido,Medidor Detenido
LC-0002686,MD-00224,2025-10-01,1152.58,0.0,Medidor Detenido,Medidor Detenido
LC-0002687,MD-00224,2025-11-01,1152.58,0.0,Medidor Detenido,Medidor Detenido
LC-0002688,MD-00224,2025-12-01,1152.58,0.0,Medidor Detenido,Medidor Detenido
LC-0002689,MD-00225,2025-01-01,1000.75,12.37,Normal,Normal
LC-0002690,MD-00225,2025-02-01,1012.98,12.23,Normal,Normal
LC-0002691,MD-00225,2025-03-01,1024.9,11.92,Normal,Normal
LC-0002692,MD-00225,2025-04-01,1036.71,11.8,Normal,Normal
LC-0002693,MD-00225,2025-05-01,1047.18,10.47,Normal,Normal
LC-0002694,MD-00225,2025-06-01,1058.64,11.46,Normal,Normal
LC-0002695,MD-00225,2025-07-01,1070.47,11.83,Normal,Normal
LC-0002696,MD-00225,2025-08-01,1081.07,10.61,Normal,Normal
LC-0002697,MD-00225,2025-09-01,1091.09,10.02,Normal,Normal
LC-0002698,MD-00225,2025-10-01,1103.8,12.71,Normal,Normal
LC-0002699,MD-00225,2025-11-01,1115.5,11.7,Normal,Normal
LC-0002700,MD-00225,2025-12-01,1127.35,11.85,Normal,Normal
LC-0002701,MD-00226,2025-01-01,3569.03,13.22,Normal,Normal
LC-0002702,MD-00226,2025-02-01,3581.56,12.53,Normal,Normal
LC-0002703,MD-00226,2025-03-01,3626.23,44.67,Falla Metrologica,Falla Metrologica
LC-0002704,MD-00226,2025-04-01,3626.87,0.64,Falla Metrologica,Falla Metrologica
LC-0002705,MD-00226,2025-05-01,3671.55,44.67,Falla Metrologica,Falla Metrologica
LC-0002706,MD-00226,2025-06-01,3716.22,44.67,Falla Metrologica,Normal
LC-0002707,MD-00226,2025-07-01,3751.96,35.74,Falla Metrologica,Normal
LC-0002708,MD-00226,2025-08-01,3752.59,0.64,Falla Metrologica,Submedicion
LC-0002709,MD-00226,2025-09-01,3753.87,1.28,Falla Metrologica,Submedicion
LC-0002710,MD-00226,2025-10-01,3755.15,1.28,Falla Metrologica,Submedicion
LC-0002711,MD-00226,2025-11-01,3799.82,44.67,Falla Metrologica,Falla Metrologica
LC-0002712,MD-00226,2025-12-01,3801.1,1.28,Falla Metrologica,Falla Metrologica
LC-0002713,MD-00227,2025-01-01,2025.27,15.55,Normal,Normal
LC-0002714,MD-00227,2025-02-01,2041.44,16.17,Normal,Normal
LC-0002715,MD-00227,2025-03-01,2059.78,18.34,Normal,Normal
LC-0002716,MD-00227,2025-04-01,2077.33,17.54,Normal,Normal
LC-0002717,MD-00227,2025-05-01,2092.69,15.36,Normal,Normal
LC-0002718,MD-00227,2025-06-01,2110.19,17.51,Normal,Normal
LC-0002719,MD-00227,2025-07-01,2129.72,19.52,Normal,Normal
LC-0002720,MD-00227,2025-08-01,2147.45,17.74,Normal,Normal
LC-0002721,MD-00227,2025-09-01,2165.05,17.6,Normal,Normal
LC-0002722,MD-00227,2025-10-01,2182.73,17.68,Normal,Normal
LC-0002723,MD-00227,2025-11-01,2200.67,17.94,Normal,Normal
LC-0002724,MD-00227,2025-12-01,2216.28,15.61,Normal,Normal
LC-0002725,MD-00228,2025-01-01,743.05,201.62,Normal,Normal
LC-0002726,MD-00228,2025-02-01,934.38,191.34,Normal,Normal
LC-0002727,MD-00228,2025-03-01,1170.18,235.79,Normal,Normal
LC-0002728,MD-00228,2025-04-01,1383.43,213.25,Normal,Normal
LC-0002729,MD-00228,2025-05-01,1603.25,219.82,Normal,Normal
LC-0002730,MD-00228,2025-06-01,1816.27,213.01,Normal,Normal
LC-0002731,MD-00228,2025-07-01,2027.62,211.35,Normal,Normal
LC-0002732,MD-00228,2025-08-01,2218.64,191.02,Normal,Normal
LC-0002733,MD-00228,2025-09-01,2416.51,197.86,Normal,Normal
LC-0002734,MD-00228,2025-10-01,2622.87,206.37,Normal,Normal
LC-0002735,MD-00228,2025-11-01,2817.42,194.55,Normal,Normal
LC-0002736,MD-00228,2025-12-01,3008.94,191.52,Normal,Normal
LC-0002737,MD-00229,2025-01-01,2108.08,11.84,Normal,Normal
LC-0002738,MD-00229,2025-02-01,2120.75,12.66,Normal,Normal
LC-0002739,MD-00229,2025-03-01,2133.98,13.23,Normal,Normal
LC-0002740,MD-00229,2025-04-01,2145.27,11.29,Normal,Normal
LC-0002741,MD-00229,2025-05-01,2156.94,11.67,Normal,Normal
LC-0002742,MD-00229,2025-06-01,2170.84,13.91,Normal,Normal
LC-0002743,MD-00229,2025-07-01,2184.06,13.22,Normal,Normal
LC-0002744,MD-00229,2025-08-01,2194.33,10.26,Normal,Normal
LC-0002745,MD-00229,2025-09-01,2206.54,12.22,Normal,Normal
LC-0002746,MD-00229,2025-10-01,2218.39,11.85,Normal,Normal
LC-0002747,MD-00229,2025-11-01,2231.02,12.63,Normal,Normal
LC-0002748,MD-00229,2025-12-01,2242.16,11.14,Normal,Normal
LC-0002749,MD-00230,2025-01-01,1453.4,14.06,Normal,Normal
LC-0002750,MD-00230,2025-02-01,1466.95,13.55,Normal,Normal
LC-0002751,MD-00230,2025-03-01,1482.37,15.42,Normal,Normal
LC-0002752,MD-00230,2025-04-01,1495.21,12.85,Normal,Normal
LC-0002753,MD-00230,2025-05-01,1507.31,12.1,Normal,Normal
LC-0002754,MD-00230,2025-06-01,1521.06,13.75,Normal,Normal
LC-0002755,MD-00230,2025-07-01,1535.59,14.53,Normal,Normal
LC-0002756,MD-00230,2025-08-01,1551.53,15.94,Normal,Normal
LC-0002757,MD-00230,2025-09-01,1568.64,17.12,Normal,Normal
LC-0002758,MD-00230,2025-10-01,1580.41,11.77,Normal,Normal
LC-0002759,MD-00230,2025-11-01,1593.71,13.29,Normal,Normal
LC-0002760,MD-00230,2025-12-01,1605.81,12.1,Normal,Normal
LC-0002761,MD-00231,2025-01-01,2718.81,16.29,Normal,Normal
LC-0002762,MD-00231,2025-02-01,2735.09,16.28,Normal,Normal
LC-0002763,MD-00231,2025-03-01,2751.92,16.82,Normal,Normal
LC-0002764,MD-00231,2025-04-01,2766.18,14.26,Normal,Normal
LC-0002765,MD-00231,2025-05-01,2781.43,15.25,Normal,Normal
LC-0002766,MD-00231,2025-06-01,2798.94,17.51,Normal,Normal
LC-0002767,MD-00231,2025-07-01,2816.04,17.1,Normal,Normal
LC-0002768,MD-00231,2025-08-01,2829.04,13.0,Normal,Normal
LC-0002769,MD-00231,2025-09-01,2845.78,16.74,Normal,Normal
LC-0002770,MD-00231,2025-10-01,2860.68,14.9,Normal,Normal
LC-0002771,MD-00231,2025-11-01,2876.16,15.48,Normal,Normal
LC-0002772,MD-00231,2025-12-01,2892.11,15.95,Normal,Normal
LC-0002773,MD-00232,2025-01-01,4612.36,11.65,Normal,Normal
LC-0002774,MD-00232,2025-02-01,4626.1,13.74,Normal,Normal
